10. Latina;102. Puerta del Ángel;"346,00";"37,00";"16,00";"25,00";"268,00";"322,00";"34,00";"7,00";"10,00";"271,00";"257,00";"20,00";"13,00";"6,00";"218,00";"396,00";"24,00";"17,00";"11,00";"344,00";"513,00";"43,00";"24,00";"29,00";"417,00";"436,00";"45,00";"20,00";"15,00";"356,00";"482,00";"60,00";"25,00";"25,00";"372,00"
10. Latina;103. Lucero;"202,00";"17,00";"7,00";"14,00";"164,00";"207,00";"24,00";"16,00";"26,00";"141,00";"155,00";"20,00";"16,00";"14,00";"105,00";"219,00";"17,00";"16,00";"21,00";"165,00";"222,00";"16,00";"29,00";"20,00";"157,00";"214,00";"21,00";"20,00";"18,00";"155,00";"233,00";"27,00";"20,00";"20,00";"166,00"
10. Latina;104. Aluche;"265,00";"29,00";"17,00";"18,00";"201,00";"230,00";"24,00";"14,00";"20,00";"172,00";"184,00";"20,00";"14,00";"17,00";"133,00";"289,00";"20,00";"42,00";"32,00";"195,00";"320,00";"30,00";"37,00";"48,00";"205,00";"237,00";"25,00";"21,00";"36,00";"155,00";"358,00";"44,00";"37,00";"31,00";"246,00"
11. Carabanchel;111. Comillas;"89,00";"19,00";"5,00";"15,00";"50,00";"78,00";"10,00";"13,00";"6,00";"49,00";"85,00";"18,00";"10,00";"7,00";"50,00";"100,00";"15,00";"14,00";"19,00";"52,00";"134,00";"21,00";"26,00";"21,00";"66,00";"134,00";"20,00";"14,00";"17,00";"83,00";"150,00";"27,00";"19,00";"27,00";"77,00"
11. Carabanchel;112. Opañel;"117,00";"23,00";"49,00";"11,00";"34,00";"95,00";"38,00";"19,00";"13,00";"25,00";"54,00";"15,00";"11,00";"6,00";"22,00";"67,00";"17,00";"21,00";"10,00";"19,00";"101,00";"16,00";"24,00";"25,00";"36,00";"96,00";"22,00";"16,00";"33,00";"25,00";"109,00";"22,00";"17,00";"32,00";"38,00"
11. Carabanchel;113. San Isidro;"181,00";"33,00";"17,00";"22,00";"109,00";"156,00";"30,00";"16,00";"20,00";"90,00";"141,00";"23,00";"21,00";"16,00";"81,00";"213,00";"33,00";"28,00";"22,00";"130,00";"238,00";"43,00";"35,00";"28,00";"132,00";"211,00";"43,00";"27,00";"18,00";"123,00";"233,00";"41,00";"22,00";"37,00";"133,00"
12. Usera;12. Usera;"358,00";"74,00";"29,00";"30,00";"225,00";"546,00";"152,00";"52,00";"79,00";"263,00";"474,00";"131,00";"55,00";"60,00";"228,00";"533,00";"111,00";"91,00";"85,00";"246,00";"371,00";"62,00";"53,00";"58,00";"198,00";"350,00";"58,00";"58,00";"45,00";"189,00";"452,00";"80,00";"66,00";"73,00";"233,00"
12. Usera;124. Almendrales;"64,00";"9,00";"6,00";"5,00";"44,00";"99,00";"29,00";"3,00";"18,00";"49,00";"95,00";"26,00";"9,00";"10,00";"50,00";"102,00";"20,00";"17,00";"14,00";"51,00";"65,00";"8,00";"9,00";"8,00";"40,00";"97,00";"11,00";"15,00";"8,00";"63,00";"93,00";"22,00";"13,00";"9,00";"49,00"
12. Usera;125. Moscardó;"68,00";"16,00";"8,00";"2,00";"42,00";"89,00";"23,00";"13,00";"6,00";"47,00";"74,00";"18,00";"14,00";"12,00";"30,00";"104,00";"22,00";"19,00";"13,00";"50,00";"106,00";"17,00";"15,00";"15,00";"59,00";"88,00";"23,00";"13,00";"10,00";"42,00";"102,00";"16,00";"14,00";"20,00";"52,00"
12. Usera;127. Pradolongo;"40,00";"23,00";"1,00";"4,00";"12,00";"111,00";"45,00";"17,00";"11,00";"38,00";"87,00";"33,00";"10,00";"8,00";"36,00";"86,00";"28,00";"15,00";"12,00";"31,00";"18,00";"5,00";"2,00";"3,00";"8,00";"4,00";"1,00";"0,00";"0,00";"3,00";"25,00";"9,00";"3,00";"4,00";"9,00"
13. Puente de Vallecas;136. Numancia;"392,00";"132,00";"63,00";"80,00";"117,00";"389,00";"143,00";"60,00";"83,00";"103,00";"316,00";"126,00";"55,00";"60,00";"75,00";"456,00";"176,00";"78,00";"71,00";"131,00";"537,00";"167,00";"117,00";"111,00";"142,00";"403,00";"116,00";"62,00";"75,00";"150,00";"283,00";"50,00";"33,00";"45,00";"155,00"
;
;
"Fuente: Colegio de Registradores de la Propiedad, Bienes Muebles y Mercantiles de España"
"Observaciones: Tasa de cobertura:  La información recoge 96,8% de las transmisiones de 2007;97,6% de 2008;98,1% de 2009;96,2% de 2010;97,9% de 2011;97,5% de 2012;97,5% de 2013;96,4% de 2014;98,1% de 2009; 96,2% de 2010;97,9% de 2011;97,5% de 2012;97,5% de 2013;96,4% de 2014;96,1% de 2015;97,3% de 2016;97,1% de 2017;98,0% de 2018; 98,4% de 2019; 95,3% de 2020;95,6% del 2021,97,5% de 2022;97,5 de 2023 y 97,7 de 2024 (compraventas de viviendas con transmisión del 100% del dominio sobre la propiedad) y de las constituciones de hipotecas recogidas por los Registros de la Propiedad y las referidas al municipio de Madrid. En 2017 cambia de nombre el barrio de San Andrés por Casco histórico de Villaverde; en Villa de Vallecas se crea el barrio de Ensanche de Vallecas y en Vicálvaro se reestructuran los barrios.
Para evitar ofrecer dar datos poco significativos, sólo se muestra el dato por barrio cuando se dispone de un número mínimo de 15 casos para calcular la media; sin embargo el dato de distrito siempre recoge todos los casos."
